Region code,Region name ,Local authority code,Local authority name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
E12000008,South East,E07000224,Arun,15544,14704,15331,16703,16619,16946,17498,17860,18218,17400,19866,21566,22081,21694,20371,22028,22372,20396,21653,21969,22423,23517,23443,25142,26801,27090,29492,33048
E12000008,South East,E07000225,Chichester,16326,16410,16043,18254,19282,19725,20022,20447,19403,22518,19431,21432,23574,23536,24068,25540,24354,24986,25113,27683,26306,28829,27403,26408,28001,31554,30358,33151
E12000008,South East,E07000226,Crawley,18502,18575,20803,20907,22797,21516,22800,24657,24553,26377,25400,28128,29283,28634,29019,28304,31024,30370,31326,32791,31469,32444,32037,35927,34450,35464,38920,42886
E12000008,South East,E07000227,Horsham,18340,20417,17608,19059,21086,21914,24205,22886,22999,22593,23944,25843,22878,23974,26390,25806,25468,25427,25787,27115,26805,27396,29386,31823,29641,32079,33265,36808
E12000008,South East,E07000228,Mid Sussex,18982,19984,19994,19108,20970,21656,22170,22595,23007,24000,24875,25149,26384,28239,26000,25588,25920,25494,28039,27752,28975,29182,29598,30038,30372,33190,36067,37977
E12000008,South East,E07000229,Worthing,17224,17104,18142,19010,19291,19047,20372,21998,20260,21598,21987,22869,23232,24073,24628,25783,24828,25066,25509,24002,24638,25140,26880,29869,29395,30074,31915,36610
E12000009,South West,E06000022,Bath and North East Somerset,15058,17025,17510,19675,19043,20281,22115,22192,21997,23392,24684,23719,24360,25683,25202,25183,26403,25850,26861,27590,28358,29951,31863,32064,30165,32251,34945,36382
E12000009,South West,E06000023,"Bristol, City of",17505,17923,18518,19364,20083,21266,21210,22235,23119,23346,24652,24977,26150,27313,26836,26317,28074,28229,28348,28815,28222,30317,30756,32984,32287,34446,36582,39527
E12000009,South West,E06000024,North Somerset,16415,16634,17692,18730,19409,20299,21730,22528,22780,23140,24130,25711,25240,26353,26374,26973,27649,27632,26449,27052,26458,25920,26712,28407,28361,29988,31964,36206
E12000009,South West,E06000025,South Gloucestershire,18053,19050,19606,19814,21310,23130,24342,25000,25284,26761,25590,26208,27591,26932,27190,26707,27138,28392,29801,28949,32015,32847,31434,34957,33892,36871,41093,40902
E12000009,South West,E06000026,Plymouth,15387,15277,16427,18266,18790,18613,20330,20845,21319,22362,22578,24703,24934,24985,25942,26464,27178,27258,27458,26365,27947,28744,27646,29691,26759,29152,33060,35557
E12000009,South West,E06000027,Torbay,13827,12455,13953,15008,16106,15531,15230,16206,17413,18172,19371,19606,18471,19599,22054,21463,21767,20921,22278,22040,24370,22053,25221,27365,26240,26025,27064,29900
E12000009,South West,E06000030,Swindon,19180,18925,19155,20072,21138,21471,22200,23361,23321,24001,25908,26658,27091,26747,26677,27014,27805,28251,29728,30117,30179,30002,30201,31782,31290,34620,36169,39252
E12000009,South West,E06000052,Cornwall,,,,,,,16856,17261,17917,18822,19831,20716,20982,21318,21098,20895,21623,21978,22221,22996,24000,23931,24963,25511,24992,28576,31669,31964
E12000009,South West,E06000053,Isles of Scilly,,11166,,,,,,,,,,,13430,,,,,,,,,,22034,,,,,
E12000009,South West,E06000054,Wiltshire,,,,,,,19585,20815,20928,21592,22702,23785,23813,24016,24536,23876,24680,25388,25480,25457,27246,27558,28404,28699,29090,32364,33859,35247
E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",,,,,,,18548,19461,20860,21601,24197,24616,25856,23971,25576,25650,27304,26319,26858,26968,27495,29555,29987,29292,29059,31930,32963,34982
E12000009,South West,E06000059,Dorset,,,,,,,19199,19863,20137,20852,21305,21970,22526,22153,22592,23784,24573,25052,25003,25171,25525,27173,28487,29198,27130,29290,32000,33757
E12000009,South West,E06000066,Somerset,,,,,,,18543,19545,20521,21304,21580,21534,22745,22949,23186,23859,24097,24541,24995,24374,24966,26056,27812,28770,28286,29266,31698,33535
E12000009,South West,E07000040,East Devon,12945,14171,14488,14909,15752,17138,16951,19248,18543,19540,19899,21175,21186,20300,20484,21217,21816,22639,23321,25563,26926,27907,26044,28069,29186,31995,33614,38785
E12000009,South West,E07000041,Exeter,16937,17631,17937,19225,19973,20193,20784,21849,22577,22363,21907,23224,24289,24984,25815,25291,27037,27010,27105,29262,28065,28745,29590,29863,29860,31860,34400,34590
E12000009,South West,E07000042,Mid Devon,14396,14458,15601,15701,16432,15901,16739,18191,20014,18643,18969,20284,22308,22186,22890,23221,22374,23442,22559,23843,25103,25862,25208,26559,29113,27289,31816,33987
E12000009,South West,E07000043,North Devon,13039,13326,13431,14616,14433,14953,16852,17426,17010,17539,18054,18831,18539,20076,20406,20957,21460,21686,22117,22436,22751,23857,24319,25063,26646,29042,31181,31430
E12000009,South West,E07000044,South Hams,13618,14417,14293,16066,17184,18356,17577,18610,18802,20155,20931,22281,22936,21368,20462,20416,20292,22530,22035,22808,23578,25453,24792,26777,28132,29988,28841,31361
E12000009,South West,E07000045,Teignbridge,12580,13076,14086,15750,16321,16368,18440,18647,19630,20313,20010,21033,21728,22418,22158,22149,23134,23265,23113,22735,21801,23325,23440,24498,24546,27781,27530,31120
E12000009,South West,E07000046,Torridge,11834,12058,11929,13035,14390,15293,16344,15930,15174,14956,16232,17098,17450,18220,16933,17803,18088,21419,19440,20004,21965,22536,23625,24528,25756,27243,29592,29553
E12000009,South West,E07000047,West Devon,12496,13483,13487,14203,16091,16360,,19231,17971,18648,17313,16435,16279,17059,20459,20176,20442,21927,21631,22550,20790,23895,23070,29603,22886,29024,30305,35423
E12000009,South West,E07000078,Cheltenham,16305,17041,18068,19095,20880,21529,22034,21980,23040,23421,24855,26266,27479,26632,26252,28186,27940,27439,26841,26477,28362,29665,30936,30200,29438,33029,36409,39191
E12000009,South West,E07000079,Cotswold,15554,16337,17231,16751,20612,18607,18825,20706,20362,20886,22438,21696,21437,20423,21151,22954,22386,23244,25082,24998,24998,26239,26523,25697,26243,29621,29528,31795
E12000009,South West,E07000080,Forest of Dean,15653,16509,16509,18551,18346,18487,19273,19634,19999,20884,21326,21630,22013,21145,21934,22025,22074,23721,22105,23087,22897,23641,24338,25804,25980,31044,30099,31518
E12000009,South West,E07000081,Gloucester,16457,17229,17074,18631,18940,18929,19686,21434,22003,22334,25027,26067,25753,24891,25070,27364,26440,27519,27235,28059,28767,28498,29168,29917,29840,30155,32924,34391
E12000009,South West,E07000082,Stroud,16676,17985,16900,17969,18342,19302,19750,20959,23394,21582,22668,25410,26071,24360,24544,26782,27625,26247,28096,28012,28450,30434,30738,32579,30631,32364,35847,35087
E12000009,South West,E07000083,Tewkesbury,16942,18017,20436,20668,20397,22255,22575,22208,24027,22061,25022,26045,26000,26864,26394,25600,27434,25393,27366,29459,31565,31038,34010,33168,32643,34653,35573,40160
W92000004,Wales,W06000001,Isle of Anglesey,17772,16457,16350,16312,16699,16270,18141,19754,20264,20049,19625,21913,24450,22627,20570,24560,23648,25130,26438,25571,24396,24474,25102,27402,28672,30307,32874,36673
W92000004,Wales,W06000002,Gwynedd,13775,15643,14598,14564,16018,16536,16636,18157,19115,19704,20711,20249,20732,22471,21035,21494,22050,21563,20991,20768,22554,24184,23844,25172,25848,28819,30912,29852
W92000004,Wales,W06000003,Conwy,12987,13514,14450,15855,14848,16028,17855,20754,21720,20091,18880,21025,20808,20140,21141,23361,23342,22966,23282,23532,25236,24994,24164,29721,26100,30102,28618,30287
W92000004,Wales,W06000004,Denbighshire,15074,15992,16122,16672,18398,17774,18336,19254,18937,19573,19765,20247,23472,22027,23325,23259,23470,24904,25623,26037,25006,25578,25683,26995,27814,30166,30876,31816
W92000004,Wales,W06000005,Flintshire,16514,17834,17881,19489,20876,21659,22022,22556,23678,23803,22262,23688,25163,25215,26011,26681,26508,29297,29140,29870,28646,28289,29967,30685,28801,31659,32905,38668
W92000004,Wales,W06000006,Wrexham,15225,15904,16904,16888,18657,19411,19175,20419,19952,20879,21561,21001,24047,23486,21923,22852,24370,23455,24160,25032,25317,26345,28474,28807,28552,30953,32106,33945
W92000004,Wales,W06000008,Ceredigion,15111,13352,12386,14709,15891,16549,16563,16795,17652,17958,18080,18451,19026,19488,21436,20935,22575,21437,21689,22815,23646,24964,25967,26340,27516,28444,30603,31374
W92000004,Wales,W06000009,Pembrokeshire,13983,13759,14563,15106,16539,15259,17284,17261,17923,18639,20283,22852,22722,23518,23075,22142,23121,23048,21963,23124,23673,23722,24056,27988,27253,31932,31337,33294
W92000004,Wales,W06000010,Carmarthenshire,14996,15825,15005,16358,17094,17387,17937,18189,19019,18761,20803,21532,21688,22084,21940,22772,23214,23927,23319,23472,26349,25521,25299,28442,29292,30839,33753,33310
W92000004,Wales,W06000011,Swansea,15757,16060,16625,17394,16945,17533,17290,18389,19245,19584,18993,20086,21838,22268,23155,22883,23201,23352,23646,23837,24875,25908,27222,27263,28672,30258,31918,34834
W92000004,Wales,W06000012,Neath Port Talbot,17365,19519,19382,20801,21728,21619,22117,21843,23488,24204,24630,26384,24812,26995,26205,26660,24675,27130,29214,28800,28859,32017,30691,28846,30322,32880,35312,37130
W92000004,Wales,W06000013,Bridgend,14495,15580,16608,17473,18830,18088,18915,19690,22191,21682,22490,23603,23907,25029,24124,26345,25701,26815,27500,26747,26682,29721,29116,28953,30648,28483,32319,32876
W92000004,Wales,W06000014,Vale of Glamorgan,16885,16744,17127,17978,19492,21151,20366,21863,23374,22783,25371,25593,25901,27101,26692,26413,23912,22054,23784,24736,25213,24832,27962,25941,26572,27898,29367,32813
W92000004,Wales,W06000015,Cardiff,16530,16540,17319,18166,19033,19365,20019,21716,22188,22138,22634,22777,24129,24596,25000,25532,26092,26492,26350,27537,28138,28137,28849,29634,29539,33106,34189,36199
W92000004,Wales,W06000016,Rhondda Cynon Taf,14390,15027,15497,15999,15497,17801,17858,19000,18208,19552,20101,21394,22092,22151,22823,22207,23758,24716,25041,25835,26392,24991,27380,27578,26784,26818,32232,32155
W92000004,Wales,W06000018,Caerphilly,15512,16201,16208,17406,16711,17177,17450,18361,19019,19141,20417,21448,21586,22551,22066,22601,23556,23913,24318,25196,25529,25038,26535,28483,29590,29362,33049,31659
W92000004,Wales,W06000019,Blaenau Gwent,14902,14881,15752,15618,15344,15429,16196,17742,19115,18059,18714,16836,19840,19219,19674,19995,19899,21345,23099,21436,24486,23142,27770,30601,30082,27178,29190,34635
W92000004,Wales,W06000020,Torfaen,16858,16321,16721,16218,18367,18052,19056,19773,21736,21932,20595,21115,21614,22394,21518,22255,23793,23940,24459,25841,26790,27322,28272,29485,29682,32204,34134,37616
W92000004,Wales,W06000021,Monmouthshire,14688,14197,15407,15902,15589,16065,19253,19486,21332,19822,20147,22022,22324,22852,23483,22953,23478,24477,23800,24671,26708,27822,29174,30269,28375,31139,34528,37364
W92000004,Wales,W06000022,Newport,16681,17991,17998,18415,19691,19629,19841,21098,21793,22394,23510,23951,22470,23859,24663,24076,24838,24619,24921,25349,26242,26818,28793,28199,27878,30456,30161,33282
W92000004,Wales,W06000023,Powys,14130,14677,14838,14713,16868,17172,18790,18000,18226,19551,19044,19220,20292,19686,19173,19584,20370,19513,22614,22937,23429,23961,26098,28534,27140,29049,30016,32734
W92000004,Wales,W06000024,Merthyr Tydfil,16926,16243,14499,14853,16929,16179,18296,17852,18700,18306,17927,19627,20062,19866,21099,20835,21220,20385,21177,23466,22958,24616,23853,25402,25315,26816,27901,29154
